timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,grpThreads,allThreads,URL,Latency,Connect
1679427861248,1650,/horoscope/daily-dating/libra.html,200,OK,Homepage - Thread Group 1-7,true,12,12,https://uat.astrology.com/horoscope/daily-dating/libra.html,151,1
1679427862269,857,/us/horoscope/index-monthly-work.aspx,200,OK,Homepage - Thread Group 1-11,true,12,12,https://uat.astrology.com/us/horoscope/index-monthly-work.aspx,159,0
1679427862322,809,/horoscope/daily-chinese/horse.html,200,OK,Homepage - Thread Group 1-3,true,12,12,https://uat.astrology.com/horoscope/daily-chinese/horse.html,165,0
1679427861210,2006,/birth-chart/?utm_source=direct&utm_medium=acquisition&utm_campaign=site-footer,200,OK,Homepage - Thread Group 1-9,true,12,12,https://www.astrology.com/birth-chart/?utm_source=direct&utm_medium=acquisition&utm_campaign=site-footer,160,0
1679427862651,574,/img/self-service-portal.jpg,200,OK,Homepage - Thread Group 1-5,true,12,12,https://uat.astrology.com/img/self-service-portal.jpg,156,0
1679427862079,1219,/chinese-zodiac/dragon,500,Internal Server Error,Homepage - Thread Group 1-1,false,12,12,https://uat.astrology.com/chinese-zodiac/dragon,156,0
1679427862314,1029,/chinese-zodiac/tiger,500,Internal Server Error,Homepage - Thread Group 1-12,false,12,12,https://uat.astrology.com/chinese-zodiac/tiger,153,1
1679427862626,788,/horoscope/daily-chinese/sheep.html,200,OK,Homepage - Thread Group 1-2,true,12,12,https://uat.astrology.com/horoscope/daily-chinese/sheep.html,154,1
1679427862899,519,/img/signs/chinese-sign-Ox.svg,200,OK,Homepage - Thread Group 1-7,true,12,12,https://uat.astrology.com/img/signs/chinese-sign-Ox.svg,154,0
1679427862549,977,/horoscope/daily-dating/gemini.html,200,OK,Homepage - Thread Group 1-8,true,12,12,https://uat.astrology.com/horoscope/daily-dating/gemini.html,159,0
1679427862786,1030,/horoscope/yearly-work/sagittarius.html,200,OK,Homepage - Thread Group 1-10,true,13,13,https://uat.astrology.com/horoscope/yearly-work/sagittarius.html,165,1
1679427863127,1000,/houses/sixth-house,500,Internal Server Error,Homepage - Thread Group 1-11,false,13,13,https://uat.astrology.com/houses/sixth-house,154,0
1679427863299,845,/us/horoscope/yearly-overview-2023.aspx?sign=pisces,200,OK,Homepage - Thread Group 1-1,true,13,13,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=pisces,153,0
1679427863131,1028,/chinese-zodiac/ox,500,Internal Server Error,Homepage - Thread Group 1-3,false,13,13,https://uat.astrology.com/chinese-zodiac/ox,156,0
1679427863527,645,/img/tarot/results/tarot-reading-result-14.svg,200,OK,Homepage - Thread Group 1-8,true,13,13,https://uat.astrology.com/img/tarot/results/tarot-reading-result-14.svg,163,1
1679427863216,1131,/horoscope/daily-work/taurus.html,200,OK,Homepage - Thread Group 1-9,true,13,13,https://uat.astrology.com/horoscope/daily-work/taurus.html,157,1
1679427863225,1149,/us/horoscope/index-monthly-love.aspx,200,OK,Homepage - Thread Group 1-5,true,13,13,https://uat.astrology.com/us/horoscope/index-monthly-love.aspx,164,1
1679427863344,1081,/chinese-zodiac/dog,500,Internal Server Error,Homepage - Thread Group 1-12,false,13,13,https://uat.astrology.com/chinese-zodiac/dog,157,1
1679427863415,1015,/houses/eighth-house,500,Internal Server Error,Homepage - Thread Group 1-2,false,13,13,https://uat.astrology.com/houses/eighth-house,153,0
1679427863817,857,/horoscope/yearly-love/pisces.html,200,OK,Homepage - Thread Group 1-10,true,13,13,https://uat.astrology.com/horoscope/yearly-love/pisces.html,162,0
1679427864128,704,/img/signs/chinese-sign-Horse.svg,200,OK,Homepage - Thread Group 1-11,true,13,13,https://uat.astrology.com/img/signs/chinese-sign-Horse.svg,155,0
1679427864145,765,/horoscope/daily-chinese/rooster.html,200,OK,Homepage - Thread Group 1-1,true,13,13,https://uat.astrology.com/horoscope/daily-chinese/rooster.html,159,0
1679427864374,792,/us/horoscope/index-yearly-love.aspx,200,OK,Homepage - Thread Group 1-5,true,13,13,https://uat.astrology.com/us/horoscope/index-yearly-love.aspx,161,1
1679427864172,1007,/horoscope/yearly-love/aquarius.html,200,OK,Homepage - Thread Group 1-8,true,13,13,https://uat.astrology.com/horoscope/yearly-love/aquarius.html,153,0
1679427864425,756,/horoscope/daily-dating/pisces.html,200,OK,Homepage - Thread Group 1-12,true,13,13,https://uat.astrology.com/horoscope/daily-dating/pisces.html,161,1
1679427864430,752,/horoscope/daily-chinese/ox.html,200,OK,Homepage - Thread Group 1-2,true,13,13,https://uat.astrology.com/horoscope/daily-chinese/ox.html,157,1
1679427864160,1038,/horoscope/daily-work/sagittarius.html,200,OK,Homepage - Thread Group 1-3,true,13,13,https://uat.astrology.com/horoscope/daily-work/sagittarius.html,154,0
1679427864674,767,/horoscope/daily-dating/aquarius.html,200,OK,Homepage - Thread Group 1-10,true,13,13,https://uat.astrology.com/horoscope/daily-dating/aquarius.html,155,1
1679427864832,729,/img/signs/chinese-sign-Monkey.svg,200,OK,Homepage - Thread Group 1-11,true,13,13,https://uat.astrology.com/img/signs/chinese-sign-Monkey.svg,157,1
1679427864348,1224,/us/horoscope/yearly-overview-2023.aspx?sign=scorpio,200,OK,Homepage - Thread Group 1-9,true,13,13,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=scorpio,153,0
1679427864911,840,/us/horoscope/index-weekly-dating.aspx,200,OK,Homepage - Thread Group 1-1,true,13,13,https://uat.astrology.com/us/horoscope/index-weekly-dating.aspx,153,0
1679427865166,1135,/img/logo-pandora-white.png,200,OK,Homepage - Thread Group 1-5,true,14,14,https://uat.astrology.com/img/logo-pandora-white.png,156,0
1679427865180,1183,/horoscope/daily-love/capricorn.html,200,OK,Homepage - Thread Group 1-8,true,14,14,https://uat.astrology.com/horoscope/daily-love/capricorn.html,153,0
1679427865182,1318,/chinese-zodiac/rooster,500,Internal Server Error,Homepage - Thread Group 1-12,false,14,14,https://uat.astrology.com/chinese-zodiac/rooster,154,0
1679427865199,1382,/horoscope/daily-work/scorpio.html,200,OK,Homepage - Thread Group 1-3,true,14,14,https://uat.astrology.com/horoscope/daily-work/scorpio.html,156,0
1679427865561,1064,/chinese-zodiac/pig,200,OK,Homepage - Thread Group 1-11,true,14,14,https://uat.astrology.com/chinese-zodiac/pig,151,1
1679427865183,1498,/us/horoscope/index-weekly-love.aspx,200,OK,Homepage - Thread Group 1-2,true,14,14,https://uat.astrology.com/us/horoscope/index-weekly-love.aspx,172,0
1679427865751,1149,/us/horoscope/index-weekly-work.aspx,200,OK,Homepage - Thread Group 1-1,true,14,14,https://uat.astrology.com/us/horoscope/index-weekly-work.aspx,158,1
1679427865442,1468,/horoscope/yearly-love/capricorn.html,200,OK,Homepage - Thread Group 1-10,true,14,14,https://uat.astrology.com/horoscope/yearly-love/capricorn.html,163,0
1679427865572,1452,/horoscope/yearly-love/aries.html,200,OK,Homepage - Thread Group 1-9,true,14,14,https://uat.astrology.com/horoscope/yearly-love/aries.html,154,1
1679427865778,1293,/horoscope/yearly-work/gemini.html,200,OK,Homepage - Thread Group 1-14,true,14,14,https://uat.astrology.com/horoscope/yearly-work/gemini.html,165,1
1679427866302,784,/horoscope/daily-chinese/monkey.html,200,OK,Homepage - Thread Group 1-5,true,14,14,https://uat.astrology.com/horoscope/daily-chinese/monkey.html,161,1
1679427866363,818,/us/horoscope/yearly-overview-2023.aspx?sign=capricorn,200,OK,Homepage - Thread Group 1-8,true,14,14,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=capricorn,156,0
1679427866501,827,/horoscope/daily-dating/sagittarius.html,200,OK,Homepage - Thread Group 1-12,true,14,14,https://uat.astrology.com/horoscope/daily-dating/sagittarius.html,164,0
1679427866582,789,/chinese-zodiac/monkey,200,OK,Homepage - Thread Group 1-3,true,14,14,https://uat.astrology.com/chinese-zodiac/monkey,153,0
1679427866625,782,/chinese-zodiac/snake,200,OK,Homepage - Thread Group 1-11,true,14,14,https://uat.astrology.com/chinese-zodiac/snake,153,1
1679427866681,903,/horoscope/yearly-love/virgo.html,200,OK,Homepage - Thread Group 1-2,true,14,14,https://uat.astrology.com/horoscope/yearly-love/virgo.html,152,1
1679427867086,517,/img/signs/chinese-sign-Tiger.svg,200,OK,Homepage - Thread Group 1-5,true,14,14,https://uat.astrology.com/img/signs/chinese-sign-Tiger.svg,156,0
1679427866900,795,/us/horoscope/yearly-overview-2023.aspx?sign=virgo,200,OK,Homepage - Thread Group 1-1,true,14,14,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=virgo,154,1
1679427867072,823,/horoscope/daily-work/gemini.html,200,OK,Homepage - Thread Group 1-14,true,15,15,https://uat.astrology.com/horoscope/daily-work/gemini.html,153,0
1679427867181,826,/horoscope/daily-love/gemini.html,200,OK,Homepage - Thread Group 1-8,true,15,15,https://uat.astrology.com/horoscope/daily-love/gemini.html,153,1
1679427867024,1034,/horoscope/yearly-work/cancer.html,200,OK,Homepage - Thread Group 1-9,true,15,15,https://uat.astrology.com/horoscope/yearly-work/cancer.html,159,1
1679427866910,1253,/horoscope/yearly-love/cancer.html,200,OK,Homepage - Thread Group 1-10,true,15,15,https://uat.astrology.com/horoscope/yearly-love/cancer.html,160,0
1679427867603,571,/img/articles/featured-image-grounding-elements-568w.jpg,200,OK,Homepage - Thread Group 1-5,true,15,15,https://uat.astrology.com/img/articles/featured-image-grounding-elements-568w.jpg,153,0
1679427867329,1028,/horoscope/daily-work/cancer.html,200,OK,Homepage - Thread Group 1-12,true,15,15,https://uat.astrology.com/horoscope/daily-work/cancer.html,153,0
1679427867584,815,/us/horoscope/yearly-overview-2023.aspx?sign=cancer,200,OK,Homepage - Thread Group 1-2,true,15,15,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=cancer,157,1
1679427867371,1036,/horoscope/daily-love/cancer.html,200,OK,Homepage - Thread Group 1-3,true,15,15,https://uat.astrology.com/horoscope/daily-love/cancer.html,162,0
1679427867695,830,/horoscope/daily-love/aquarius.html,200,OK,Homepage - Thread Group 1-1,true,15,15,https://uat.astrology.com/horoscope/daily-love/aquarius.html,166,1
1679427867780,832,/chinese-zodiac/sheep,200,OK,Homepage - Thread Group 1-15,true,15,15,https://uat.astrology.com/chinese-zodiac/sheep,166,0
1679427867895,818,/horoscope/yearly-love/gemini.html,200,OK,Homepage - Thread Group 1-14,true,15,15,https://uat.astrology.com/horoscope/yearly-love/gemini.html,154,1
1679427867407,1335,/horoscope/yearly-work/leo.html,200,OK,Homepage - Thread Group 1-11,true,15,15,https://uat.astrology.com/horoscope/yearly-work/leo.html,153,1
1679427868058,766,/chinese-zodiac/horse,200,OK,Homepage - Thread Group 1-9,true,15,15,https://uat.astrology.com/chinese-zodiac/horse,163,1
1679427868174,762,/horoscope/daily-chinese/snake.html,200,OK,Homepage - Thread Group 1-5,true,15,15,https://uat.astrology.com/horoscope/daily-chinese/snake.html,152,0
1679427868008,1008,/horoscope/yearly-work/capricorn.html,200,OK,Homepage - Thread Group 1-8,true,15,15,https://uat.astrology.com/horoscope/yearly-work/capricorn.html,156,0
1679427868358,787,/horoscope/yearly-work/virgo.html,200,OK,Homepage - Thread Group 1-12,true,15,15,https://uat.astrology.com/horoscope/yearly-work/virgo.html,153,1
1679427868400,771,/horoscope/daily-dating/capricorn.html,200,OK,Homepage - Thread Group 1-2,true,15,15,https://uat.astrology.com/horoscope/daily-dating/capricorn.html,153,1
1679427868164,1207,/us/horoscope/yearly-overview-2023.aspx?sign=libra,200,OK,Homepage - Thread Group 1-10,true,15,15,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=libra,156,0
1679427868407,966,/us/ccpa-disclosures.aspx,200,OK,Homepage - Thread Group 1-3,true,15,15,https://uat.astrology.com/us/ccpa-disclosures.aspx,153,1
1679427868613,801,/planets/mars,200,OK,Homepage - Thread Group 1-15,true,15,15,https://uat.astrology.com/planets/mars,155,0
1679427868525,1006,/horoscope/daily-love/libra.html,200,OK,Homepage - Thread Group 1-1,true,15,15,https://uat.astrology.com/horoscope/daily-love/libra.html,162,0
1679427868824,756,/us/horoscope/index-monthly.aspx,200,OK,Homepage - Thread Group 1-9,true,15,15,https://uat.astrology.com/us/horoscope/index-monthly.aspx,159,0
