elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,sentBytes,grpThreads,allThreads,URL,Latency,Connect
1463,/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=5,200,OK,Birthday Page - Thread Group 1-15,text,true,199192,190,18,18,https://new.horoscope.com/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=5,1326,256
1525,/us/games/calculator/game-birth-day-calculator.aspx,200,OK,Birthday Page - Thread Group 1-8,text,true,211863,169,18,18,https://new.horoscope.com/us/games/calculator/game-birth-day-calculator.aspx,1371,277
1482,/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=7,200,OK,Birthday Page - Thread Group 1-7,text,true,199162,190,18,18,https://new.horoscope.com/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=7,1347,294
1102,/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=1,200,OK,Birthday Page - Thread Group 1-16,text,true,199036,190,18,18,https://new.horoscope.com/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=1,967,293
991,/article/weekly-horoscope-february-6/,200,OK,Birthday Page - Thread Group 1-12,text,true,217037,155,18,18,https://new.horoscope.com/article/weekly-horoscope-february-6/,841,286
1071,/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=2,200,OK,Birthday Page - Thread Group 1-3,text,true,199024,190,18,18,https://new.horoscope.com/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=2,933,290
1076,/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=3,200,OK,Birthday Page - Thread Group 1-14,text,true,199195,190,18,18,https://new.horoscope.com/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=3,935,268
393,/celebrities/taurus/enrique-iglesias-birthday/,404,Not Found,Birthday Page - Thread Group 1-5,text,false,1578,164,18,18,https://new.horoscope.com/celebrities/taurus/enrique-iglesias-birthday/,393,254
401,/celebrities/taurus/barbara-streisand-birthday/,404,Not Found,Birthday Page - Thread Group 1-12,text,false,1578,165,18,18,https://new.horoscope.com/celebrities/taurus/barbara-streisand-birthday/,401,258
2210,/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=9,200,OK,Birthday Page - Thread Group 1-9,text,true,199179,190,18,18,https://new.horoscope.com/fr/horoscopes/general/horoscope-general-du-jour-aujourdhui.aspx?signe=9,2080,269
2274,/us/profiles/chinese/index-profile-chinese-sign.aspx,200,OK,Birthday Page - Thread Group 1-17,text,true,211785,170,18,18,https://new.horoscope.com/us/profiles/chinese/index-profile-chinese-sign.aspx,2143,292
1027,/css-US/horoscope.css?v=2023022312,200,OK,Birthday Page - Thread Group 1-14,text,true,56262,152,19,19,https://new.horoscope.com/css-US/horoscope.css?v=2023022312,970,301
2435,/fr/tarot/index-tirage-du-tarot.aspx,200,OK,Birthday Page - Thread Group 1-6,text,true,188730,154,19,19,https://new.horoscope.com/fr/tarot/index-tirage-du-tarot.aspx,2305,261
2291,/us/games/divination/game-cast-a-spell.aspx,200,OK,Birthday Page - Thread Group 1-4,text,true,215932,161,19,19,https://new.horoscope.com/us/games/divination/game-cast-a-spell.aspx,2147,264
2551,/us/editorial/faqs/editorial-faq-astrology-basics3.aspx,200,OK,Birthday Page - Thread Group 1-13,text,false,206588,173,19,19,https://new.horoscope.com/us/editorial/faqs/editorial-faq-astrology-basics3.aspx,2412,293
1446,/celebrities/taurus/dwayne-johnson-birthday/,404,Not Found,Birthday Page - Thread Group 1-19,text,false,1578,162,19,19,https://new.horoscope.com/celebrities/taurus/dwayne-johnson-birthday/,1446,284
2731,/fr/emails/email-subscription.aspx,200,OK,Birthday Page - Thread Group 1-1,text,false,183565,152,19,19,https://new.horoscope.com/fr/emails/email-subscription.aspx,2608,291
2503,/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=7,200,OK,Birthday Page - Thread Group 1-8,text,false,218003,188,19,19,https://new.horoscope.com/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=7,2368,262
2578,/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=6,200,OK,Birthday Page - Thread Group 1-11,text,false,217921,188,19,19,https://new.horoscope.com/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=6,2438,263
2831,/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=2,200,OK,Birthday Page - Thread Group 1-2,text,false,218409,188,19,19,https://new.horoscope.com/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=2,2688,262
1288,/images-FR/tarot/imag-tarot_instant-answer.jpg,200,OK,Birthday Page - Thread Group 1-4,bin,true,100995,164,19,19,https://new.horoscope.com/images-FR/tarot/imag-tarot_instant-answer.jpg,1214,287
2696,/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=3,200,OK,Birthday Page - Thread Group 1-15,text,false,218327,188,19,19,https://new.horoscope.com/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=3,2555,230
2713,/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=5,200,OK,Birthday Page - Thread Group 1-7,text,false,217983,188,19,19,https://new.horoscope.com/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=5,2607,230
414,/celebrities/taurus/jerry-seinfeld-birthday/,404,Not Found,Birthday Page - Thread Group 1-4,text,false,1578,162,20,20,https://new.horoscope.com/celebrities/taurus/jerry-seinfeld-birthday/,414,222
450,/images-US/tarot/back/daily-tarot-career.png,200,OK,Birthday Page - Thread Group 1-2,bin,true,27147,162,20,20,https://new.horoscope.com/images-US/tarot/back/daily-tarot-career.png,441,267
3221,/us/editorial/dream-dictionary.aspx,200,OK,Birthday Page - Thread Group 1-10,text,false,215145,153,20,20,https://new.horoscope.com/us/editorial/dream-dictionary.aspx,3082,291
