timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,grpThreads,allThreads,Latency,Connect
1675701204088,448,/celebrities/cancer/tom-hanks-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,448,208
1675701206672,602,/celebrities/aries/reese-witherspoon-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,155,1
1675701206672,155,/celebrities/aries/reese-witherspoon-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,155,1
1675701206827,447,/celebrities/aries/reese-witherspoon-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,447,214
1675701208187,603,/celebrities/aries/akon-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,156,0
1675701208187,156,/celebrities/aries/akon-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,156,0
1675701208343,447,/celebrities/aries/akon-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,447,208
1675701210376,600,/wp-content/uploads/sites/2/2020/04/Sagittarius.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,168,1
1675701210376,168,/wp-content/uploads/sites/2/2020/04/Sagittarius.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,168,1
1675701210544,432,/wp-content/uploads/sites/2/2020/04/Sagittarius.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,432,209
1675701212910,599,/wp-content/uploads/sites/2/2020/04/birth-chart-2-1024x683.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,156,1
1675701212910,156,/wp-content/uploads/sites/2/2020/04/birth-chart-2-1024x683.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,156,1
1675701213066,443,/wp-content/uploads/sites/2/2020/04/birth-chart-2-1024x683.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,443,208
1675701220198,627,/celebrities/leo/robert-de-niro-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,160,1
1675701220198,160,/celebrities/leo/robert-de-niro-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,160,1
1675701220359,466,/celebrities/leo/robert-de-niro-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,466,232
1675701220826,595,/celebrities/taurus/david-beckham-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,1
1675701220826,157,/celebrities/taurus/david-beckham-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,157,1
1675701220983,438,/celebrities/taurus/david-beckham-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,438,210
1675701221422,633,/celebrities/aries/kate-hudson-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,160,0
1675701221422,160,/celebrities/aries/kate-hudson-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,160,0
1675701221582,473,/celebrities/aries/kate-hudson-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,473,214
1675701224013,608,/celebrities/taurus/tina-fey-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,158,1
1675701224013,158,/celebrities/taurus/tina-fey-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,158,1
1675701224171,450,/celebrities/taurus/tina-fey-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,450,210
1675701225513,602,/celebrities/cancer/lana-del-rey-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,158,0
1675701225513,158,/celebrities/cancer/lana-del-rey-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,158,0
1675701225671,444,/celebrities/cancer/lana-del-rey-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,444,212
1675701226116,597,/wp-content/uploads/sites/2/2020/04/Cancer.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,1
1675701226116,159,/wp-content/uploads/sites/2/2020/04/Cancer.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,1
1675701226275,438,/wp-content/uploads/sites/2/2020/04/Cancer.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,438,212
1675701227770,712,/celebrities/gemini/celebrity-gemini-birthdays-paul-mccartney-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,1
1675701227770,157,/celebrities/gemini/celebrity-gemini-birthdays-paul-mccartney-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,157,1
1675701227927,555,/celebrities/gemini/celebrity-gemini-birthdays-paul-mccartney-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,555,209
1675701228483,598,/celebrities/gemini/russell-brand-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,155,1
1675701228483,155,/celebrities/gemini/russell-brand-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,155,1
1675701228638,443,/celebrities/gemini/russell-brand-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,443,208
1675701229082,601,/astrology/houses/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,1
1675701229082,159,/astrology/houses/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,1
1675701229241,442,/astrology/houses/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,442,212
1675701230708,631,/celebrities/taurus/adele-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,165,1
1675701230708,165,/celebrities/taurus/adele-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,165,1
1675701230873,466,/celebrities/taurus/adele-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,466,224
1675701231340,606,/celebrities/gemini/novak-djokovia-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,161,0
1675701231340,161,/celebrities/gemini/novak-djokovia-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,161,0
1675701231501,445,/celebrities/gemini/novak-djokovia-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,445,209
1675701233954,608,/wp-content/uploads/sites/2/2020/04/Neptune-glyph-717x1024.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,161,0
1675701233954,161,/wp-content/uploads/sites/2/2020/04/Neptune-glyph-717x1024.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,161,0
1675701234115,447,/wp-content/uploads/sites/2/2020/04/Neptune-glyph-717x1024.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,447,213
1675701235603,592,/wp-content/uploads/sites/2/2020/04/sun-glyph-717x1024.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,1
1675701235603,157,/wp-content/uploads/sites/2/2020/04/sun-glyph-717x1024.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,157,1
1675701235760,435,/wp-content/uploads/sites/2/2020/04/sun-glyph-717x1024.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,435,210
1675701237382,596,/celebrities/leo/ben-affleck-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,160,1
1675701237382,160,/celebrities/leo/ben-affleck-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,160,1
1675701237542,436,/celebrities/leo/ben-affleck-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,436,213
1675701239001,613,/celebrities/aries/sarah-jessica-parker-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,160,1
1675701239001,160,/celebrities/aries/sarah-jessica-parker-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,160,1
1675701239161,453,/celebrities/aries/sarah-jessica-parker-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,453,215
1675701239615,593,/wp-content/uploads/sites/2/2020/04/Mars-glyph-717x1024.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,160,0
1675701239615,160,/wp-content/uploads/sites/2/2020/04/Mars-glyph-717x1024.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,160,0
1675701239775,433,/wp-content/uploads/sites/2/2020/04/Mars-glyph-717x1024.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,433,210
1675701242170,615,/wp-content/uploads/sites/2/2020/04/Capricorn.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,1
1675701242170,160,/wp-content/uploads/sites/2/2020/04/Capricorn.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,1
1675701242330,455,/wp-content/uploads/sites/2/2020/04/Capricorn.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,455,207
1675701242785,590,/celebrities/taurus/will-arnett-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,158,1
1675701242785,158,/celebrities/taurus/will-arnett-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,158,1
1675701242943,432,/celebrities/taurus/will-arnett-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,432,207
1675701244899,607,/celebrities/aries/quavo-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,158,1
1675701244899,158,/celebrities/aries/quavo-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,158,1
1675701245057,449,/celebrities/aries/quavo-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,449,214
1675701245507,611,/celebrities/gemini/colin-farrell-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,0
1675701245507,159,/celebrities/gemini/colin-farrell-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,0
1675701245666,452,/celebrities/gemini/colin-farrell-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,452,213
1675701246119,609,/celebrities/gemini/kanye-west-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,156,0
1675701246119,156,/celebrities/gemini/kanye-west-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,156,0
1675701246275,453,/celebrities/gemini/kanye-west-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,453,207
1675701248781,595,/celebrities/aries/james-franco-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,1
1675701248781,159,/celebrities/aries/james-franco-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,1
1675701248940,436,/celebrities/aries/james-franco-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,436,207
1675701249377,604,/celebrities/cancer/harrison-ford-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,158,0
1675701249377,158,/celebrities/cancer/harrison-ford-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,158,0
1675701249535,446,/celebrities/cancer/harrison-ford-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,446,210
1675701253690,585,/celebrities/taurus/george-lucas-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,156,0
1675701253690,156,/celebrities/taurus/george-lucas-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,156,0
1675701253846,429,/celebrities/taurus/george-lucas-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,429,209
1675701255194,646,/celebrities/aries/mariah-carey-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,181,1
1675701255194,181,/celebrities/aries/mariah-carey-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,181,1
1675701255375,465,/celebrities/aries/mariah-carey-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,465,211
1675701255840,656,/celebrities/leo/demi-lovato-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,162,1
1675701255840,162,/celebrities/leo/demi-lovato-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,162,1
1675701256002,494,/celebrities/leo/demi-lovato-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,494,212
1675701258532,595,/celebrities/cancer/lionel-messi-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,153,0
1675701258532,153,/celebrities/cancer/lionel-messi-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,153,0
1675701258685,442,/celebrities/cancer/lionel-messi-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,442,207
1675701268897,605,/celebrities/gemini/angelina-jolie-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,158,0
1675701268897,158,/celebrities/gemini/angelina-jolie-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,158,0
1675701269055,447,/celebrities/gemini/angelina-jolie-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,447,211
1675701270366,609,/wp-content/uploads/sites/2/2020/04/Uranus-glyph-717x1024.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,154,0
1675701270366,154,/wp-content/uploads/sites/2/2020/04/Uranus-glyph-717x1024.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,154,0
1675701270520,455,/wp-content/uploads/sites/2/2020/04/Uranus-glyph-717x1024.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,455,214
1675701270976,648,/wp-content/uploads/sites/2/2020/04/Venus-glyph-717x1024.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,155,0
1675701270976,155,/wp-content/uploads/sites/2/2020/04/Venus-glyph-717x1024.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,155,0
1675701271131,493,/wp-content/uploads/sites/2/2020/04/Venus-glyph-717x1024.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,493,216
1675701274982,596,/celebrities/leo/barack-obama-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,0
1675701274982,157,/celebrities/leo/barack-obama-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,157,0
1675701275139,439,/celebrities/leo/barack-obama-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,439,209
1675701275579,612,/celebrities/aries/lady-gaga-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,0
1675701275579,159,/celebrities/aries/lady-gaga-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,0
1675701275738,453,/celebrities/aries/lady-gaga-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,453,216
1675701280018,602,/celebrities/leo/jennifer-lawrence-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,155,0
1675701280018,155,/celebrities/leo/jennifer-lawrence-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,155,0
1675701280173,447,/celebrities/leo/jennifer-lawrence-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,447,210
1675701282169,605,/celebrities/leo/cara-delevingne-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,0
1675701282169,159,/celebrities/leo/cara-delevingne-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,0
1675701282329,445,/celebrities/leo/cara-delevingne-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,445,210
1675701282776,624,/wp-content/uploads/sites/2/2020/04/Saturn-glyph-717x1024.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,182,0
1675701282776,182,/wp-content/uploads/sites/2/2020/04/Saturn-glyph-717x1024.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,182,0
1675701282958,442,/wp-content/uploads/sites/2/2020/04/Saturn-glyph-717x1024.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,442,212
1675701292725,613,/celebrities/taurus/channing-tatum-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,155,1
1675701292725,155,/celebrities/taurus/channing-tatum-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,155,1
1675701292880,458,/celebrities/taurus/channing-tatum-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,458,207
1675701295373,601,/astrology/2021-astrology-dates/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,0
1675701295373,159,/astrology/2021-astrology-dates/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,0
1675701295532,442,/astrology/2021-astrology-dates/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,442,211
1675701297877,603,/wp-content/uploads/sites/2/2020/04/Virgo.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,1
1675701297877,157,/wp-content/uploads/sites/2/2020/04/Virgo.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,157,1
1675701298034,446,/wp-content/uploads/sites/2/2020/04/Virgo.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,446,210
1675701301088,617,/wp-content/uploads/sites/2/2020/04/Moon-glyph-717x1024.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,1
1675701301088,157,/wp-content/uploads/sites/2/2020/04/Moon-glyph-717x1024.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,157,1
1675701301245,460,/wp-content/uploads/sites/2/2020/04/Moon-glyph-717x1024.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,460,215
1675701301706,726,/celebrities/gemini/celebrity-gemini-birthdays-neil-patrick-harris-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,211,52
1675701301706,211,/celebrities/gemini/celebrity-gemini-birthdays-neil-patrick-harris-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,211,52
1675701301917,515,/celebrities/gemini/celebrity-gemini-birthdays-neil-patrick-harris-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,514,222
1675701304460,595,/celebrities/leo/tom-brady-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,1
1675701304460,157,/celebrities/leo/tom-brady-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,157,1
1675701304617,438,/celebrities/leo/tom-brady-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,438,209
1675701307808,594,/celebrities/aries/seth-rogen-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,0
1675701307808,157,/celebrities/aries/seth-rogen-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,157,0
1675701307965,437,/celebrities/aries/seth-rogen-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,437,209
1675701312164,604,/wp-content/uploads/sites/2/2020/04/Scorpio.jpg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,0
1675701312164,157,/wp-content/uploads/sites/2/2020/04/Scorpio.jpg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,157,0
1675701312321,447,/wp-content/uploads/sites/2/2020/04/Scorpio.jpg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,447,214
1675701312769,712,/wp-content/themes/horoscope/assets/svg/horoscope-logo.svg,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,161,0
1675701312769,161,/wp-content/themes/horoscope/assets/svg/horoscope-logo.svg-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,161,0
1675701312930,551,/wp-content/themes/horoscope/assets/svg/horoscope-logo.svg-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,551,210
1675701323774,608,/celebrities/taurus/sam-smith-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,158,0
1675701323774,158,/celebrities/taurus/sam-smith-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,158,0
1675701323932,450,/celebrities/taurus/sam-smith-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,450,212
1675701327113,604,/celebrities/gemini/helena-bonham-carter-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,1
1675701327113,159,/celebrities/gemini/helena-bonham-carter-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,1
1675701327272,445,/celebrities/gemini/helena-bonham-carter-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,445,212
1675701329684,593,/celebrities/cancer/ariana-grande-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,161,0
1675701329684,161,/celebrities/cancer/ariana-grande-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,161,0
1675701329845,432,/celebrities/cancer/ariana-grande-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,432,214
1675701330277,598,/celebrities/leo/steve-carell-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,156,1
1675701330277,156,/celebrities/leo/steve-carell-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,156,1
1675701330433,442,/celebrities/leo/steve-carell-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,442,210
1675701330875,585,/celebrities/leo/kylie-jenner-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,158,1
1675701330875,158,/celebrities/leo/kylie-jenner-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,158,1
1675701331033,427,/celebrities/leo/kylie-jenner-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,427,211
1675701331461,642,/celebrities/cancer/pamela-anderson-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,159,0
1675701331461,159,/celebrities/cancer/pamela-anderson-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,159,0
1675701331620,483,/celebrities/cancer/pamela-anderson-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,483,214
1675701332103,625,/celebrities/taurus/george-clooney-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,162,2
1675701332103,162,/celebrities/taurus/george-clooney-birthday/-0,301,Moved Permanently,Zodiac Sign Index Inner pages Thread Group 1-1,true,,1,1,162,2
1675701332266,462,/celebrities/taurus/george-clooney-birthday/-1,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,,1,1,462,226
1675701334589,593,/celebrities/cancer/john-cusack-birthday/,404,Not Found,Zodiac Sign Index Inner pages Thread Group 1-1,false,Test failed: code expected not to contain /404/,1,1,157,1
